hs_class,text
positive,tolol jongos penista agama ahok mau nyalon haha pendukung intoleransi si ahok mau nyari masa umat muslim
negative,Satu persatu akhirnya smua ditumbangkan oleh Tangan Tuhan .. Kuasa Tuhan tlah bekerja. .... Karma tak pernah salah &amp tak pernah ingkar janji .... #MawaslahDiriSebelumBe indak
negative,Lagian ngapain pilih ditenggelamin sih...jadi sampah laut kan...'
negative,Selfie sebelum mandi. Mau liat kelanjutan maa kuli bangunan kekar berotot ini ngocok kontol sampe mucrat??? URL
positive,Pak percayalah saya. anda agak susah bisa jadi presiden lagi. Percayalah fatwa Nabi Palsu...
positive,Itu tipikal kaum sebelah. Bahkan setelah mempersekusi umat agama lain pun mrk masih merasa di dholimi. Maunya kan mrk yg berkuasa selanjutnya bisa berbuat semaunya.
negative,"Laporkan Mas! Saya sangat setuju, apapun motifnya penyebar hoa an hatespeech mari kita lawan bersama. Saya dukung, Mas melaporkan pemilik akun biar kapok nyebari fitnah. ""Keadilan tdk akan tegak selama hukum blm jadi budaya"". ~ Lawr"
positive,hahahah memang banyak yg te ipu ama onta arab ('
positive,SBY 10 tahun ngapain aja tuh ? gelo
negative,SESUAI JANJI WOI. LU BALIK JD KIBUM ANJER! KUNYUK DAH BACK EAK '
negative,BINARAGA AMBON NGOCOK KONTOL SAMPE NYEMBURIN PEJUH URL
negative,"dompetku sampe bisu. lemah gak kuat bersuara lagi "" tapi merch-nya emang gemesin gt masa kaaa'"
positive,AHOK KAFIR DAN BUDAK2NYA ATAU ANJING2 NYA HANYA SEBAGAI SAMPAH AGAMA ISLAM DAN SAMPAH MASYARAKAT
positive,"Gaweanne wong kenthir Awal jabatan aja keliatan Tdk menjaga keamanan mantan presiden malah membingungkan dg statementny apalagi rakyat,akan makin tambah disengsarakan"
negative,"Performancenya gada cacat/fals sedikitpun tbh. Panggungnya, konsepnya, apalagi efeknya keren banget woooooii'"
positive,masalahnya djarot tidak bisa memikirkan rakyat kecil pribumi bisanya hanya membabu kpd cina2 betul2 songong jongkok.
negative,Kawasan Ekonomi Khusus TingkatkanÂ Investasi
positive,Kasar bacot lo nying'
positive,"Saya hanya kasar thd si brengsek brisik itu, bukan thd Anda. Sana gawe lagi, perdalam ilmu, biar ga dungu sepe i si onta busuk itu. Punya posisi bagus2 di sini, malah be ingkah busuk, jadi sampah skrg di gurun sana. Jgn sepe i dia"
negative,"Mas baca lagi disana kan jelas yang sama aqidah. Dan baca lagi komentar dari tweet Gus , saudara2 non muslim ikut komentar karena ada pe anyaan apakah ada Kristen Nusantara, Hindu Nusantara. Begitu mas, semoga memb"
positive,yg sombong itu para cebong'
positive,Jika isu 5000 pucuk senjata BENAR maka saya sarankan pak pecat tito
positive,KPK masih dibutuhkan. Semua yg dilakukan sdh baik. Knp tdk DPR saja yg di bubarkan? URL
positive,Terus masalahnya apa jika berbicara sepe i itu..??? Ingat ya....!!! Gelar penista agama hanya berlaku bagi mereka yang satu frame dengan Jokowi. Di luar itu = BEBAS / HALAL. #catet !!! 
negative,Edan euy jinyoung nyanyi micnya kebalik KAKAKAKAKKA maafin w ngakak'
negative,Bawang Putih komunis yg dimakan...'
negative,Binaan Lapas Pasuruan Terancam Kehilangan Hak Pilih 
negative,"Emg susah yah kalau Club sama Suppo ernya Gak Pnya Mental, pasti dikit* lapor polisi. #Pecun&amp g'"
positive,"Bj habibie prabowo tdk pntas jd presiden krna dia dalang kerusuhan 98 ! "" bner bgt pak skrg jg dalang dr semua kerusuhan sara"
negative,Lagi VIRAL! Ngocokin kontol Om secuity sambil diemut download/streaming videonya yng kualitas HD biar puas link==&gt http '
negative,"Boleh2 aja sih nyapres Karna semua warga negara RI punya hak dipilih &amp memilih Presiden, Kita2 juga boleh kok ikut andil nyalon '"
positive,Bnyakn cocot...'
negative,"Kecoa cume mlongo nya loe yg suke di got TAI , kyanya kecoa senengnye makan tai mangkanye banyak di septi tank '"
negative,Henry pernah tampil di konser amal untuk masyarakat Cina'
negative,Bajingan punya line'
negative,"Stadion merupakan saksi bisu pagelaran sepak bola. Di Indonesia, stadion sebagian besar memiliki masjid untuk ibadah umat Islam'"
negative,fn Fenomena nation branding korea selatan melalui citra girl band terhadap budaya konsumerisme abg menengah mikro kecil kebawah aliâ?¦
negative,"Pernah, karena mata gue sipit (dulu engga, mungkin krn minus) gue senyumin saja.'"
negative,Saya SS fitnah anda !
negative,"Pintar tapi itu tugas utama pemerintah, coba blajar lagi tugas utama dpr'"
negative,"Saya tak ada kepentingan dgn Zakir Naik, Anda boleh menggunakan tulisan saya untuk be anya ke Z.Naik"
positive,JIKA SBY SAYANG AMA RAKYAT GABUNG AJAH BANG AMA KUBU PRABOWO..SAYA UDAH CAPE AMA REZIM INI
positive,Musibah atau berkah DKI punya pimpinan koplak kuadrat ky gini.....tereak2 pribumi....anti aseng.....ujungnya ke aseng lagi aseng lg....pemujanya pd diem krn udh dpt kaplingan surga.....yg ga dukung dia makin hari mkin e
positive,nAda aseng KOPLO pembela si PENISTA AGAMA yg durjana nyuruh org lain ngaji!
negative,"~ Yg jelas, klw ada foto2 yg begitu #lombaTari SekolahDasar #LKS,LombaKeterampilanSiswa Sekolah Menengah Kejuruan #Pembeatan, ""adatGorontalo gadis kecil yg sdh beranjak remaja"" sekitar tahun 2010 #CCU, Cross Cultural Understanding, Universitas. K"
negative,"Bersaing copas budaya lain, tapi mempe anyakan budayanya sndri....."
positive,"Lunatsarsky, pemikir komunis terkenal, berkata, Singkirkan cinta jauh-jauh. Apa yang kita perlukan adalah kebencian. Kita harus belajar membenci. Hanya dengan cara itu kita akan menguasai dunia .'"
negative,"km ga up date berita jokowi saat ini tdk bs meneruskan bbrp proyek alias mangkrak, usia pemerintahan msh seumur jag"
negative,Jerawat oh jerawat kamu sungguh keparat.hilang satu tumbuh empat.hilang dijidat tumbuh dipantat'
negative,bahasa yang paling susah buat sulli adalah bahasa cina'
positive,Lu setan'
positive,Ganyang PKI....!!! URL didepan gedung LBH JAKA A URL URL
positive,"penalaran goblok... lulusan mana sih? mengkoreksi kebijakan pemerintah ""siapa tahu bisa lebih baik""... omongan apaan ini? udah deh... akun baru jadi.. baru belajar omong... akun sontoloyo..'"
positive,Benerin sinyal dulu cuk !! Udah 2 minggu sinyalmu kaya bangke. BUSUK'
negative,Ke jamban )'
negative,"Pake dana bank asing dan Bank"" BUMN bera i dananya dpt ngutang jg. Sblmnya pmrnth sdh punya saham 10% di FI plus rio tinto 40% bera i cuma nambah 1% doank..divestasi akal""an ini.'"
positive,Lamun lain jokowi presiden moal angeus 2thn eta bandara faham teu ente tolol dipiara
positive,Wakil gubernur 0 tingkalakunya dalam berpakaian kaya anak kecil aja padahal seorang pejabat pemerintahan stres kali ni orang. ???
negative,"__-__ Pada Sabtu (21/4/2018) pagi, Masyarakat Adat Baduy akan kembali melanjutkan perjalanan menuju Kantor Gubernur Banten di Kawasan Pusat Pemerintahan Provinsi Banten (KP3B) di Curug, Kota Serang. #SebaBaduy2018"
negative,Barisan banci kamera klo kata ank zaman now mah '
positive,"yang bikin Reklamasi kunjungan anda,yg dapat duit dari para cukong junjungan anda.. nyetop eh dibilang lanjut..sipit songong!!'"
positive,Mbak Sylviana please Anda sehat? #DebatFinalPilkadaJKT #perjuanganbelumselesai
positive,cunnnn la malaysia bolot abis 5-0 fuhhh'
positive,"Spirit matamu itu, bibir kalau tipis kyk silit emang bacot aja yg jadi jualan, kerja gak becus nDKI dibikin amburadul nKeparat!'"
positive,"Bukan caci maki lagi, 7 juta bahkan 10 juta siap lengserkan jokowi, coba pasti salah jokowi lagi.."
positive,Kalau saya sih ga heran antek-antek pki sdh mulai muncul kalau sdh ada rintik-rintik hujan
positive,Anda pengguna twitter yg mendukung hak2 LGBT juga nKaca mana kaca!! Congor harap dijaga'
positive,Sinting banget nih orang URL
positive,"haha Anggota DPR palsu.. kasihan segala cara dilakukan.. mulai bubarkan kpk sampe status ""WTP"" ayo jgn pilih yg palsu"
negative,Sok2an memetwit.. Ama cewek sendiri aja takut apalagi ama mba kunti..'
negative,"jangan bikin cacat diri sendiri. roh dalam diri kita ini kalau bisa ngomong mungkin dia bakal bilang ""aku nyesal harus tinggal di dalam diri orang kaya kamu"" hargain diri kamu,'"
negative,Hanya para ulama yg bisa menyejukan bangsa ini
positive,"Saking mundurnya, orang kaya kojowi aja bisa jadi presiden. Bener2 kemunduran yg nyata. Betapa masih banyak org bodoh d negeri ini"
positive,budek dia'
positive,Komunis PKI maunya umat Islam ribut terus mereka senang pemerintah anti Islam gaya adu domba dimainkan terus
negative,Belum cukuran bulu memek ni'
positive,Perempuan Indonesia yg ber-Burqa atau bercadar harap dimusnahkan saja dr Indonesia pak 
positive,itu yg cewe pake kerudung ngapain ya? Setiap kali konfrensi pers ada aja.. Pencitraan Islami kaliiii... Bwahaha..!!
negative,perangkat kelurahan menolak berita hoa an sukseskan pilkada dami di kota kediri 
negative,"Mmg Rezim saat ini bnyk oknum POLRI yg Arogan,ini Krn Rakyat sgt lemah dan Hukum tumpul keatas dan tajam ke bawah.'"
negative,"Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali be emu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018 ð???"
negative,Kebijakan pengembalian barang kpd konsumen apabila barang tersebut rusak/cacat terhitung selama 7 hari dari tanggal pembelian #HauzMiniQuiz #HauzID nCc '
negative,4. Mantan Anggota Komisi VIII Jazuli Juwaini (pindah ke Komisi II di pe engahan 2013) (kini Ketua Fraksi PKS di DPR)'
positive,LO TUH BABI ANJING. Mampus kalah jatuh miskin deh #bekasisah
positive,antek beye otak separo'
negative,Pantesan ramenya kek silit. Form baru J. Ultah sindut. Ampun dah'
negative,yeah i stalked hahhaa i mmg suka stalk org bodo nak tengok sejauh mana kebodohan dia'
negative,"Agama/ideologi lama akan digantikan. Dan Agama2 masa depan tdk lagi lahir dari dalam goa berbatu, tapi dari lembah Silikon, berbasis tekno. Salah satu agama itu yg fokus di bab 10 tekno-humanisme (yang melanjutkan cita2 liberal dengan mengg"
positive,PKS Khawatir jika Jokowi Mulai Tancap Gas Buat pemilihan presiden PKSkhawatir URL cuma bisa ngomong doang. mamam.
positive,Sedih aja punya Kapolri kok gitu amat sihhh Ketakutan banget dahhh dengan kedudukan 
negative,Ibu Hamster akan memakan hidup-hidup bayinya yang cacat. #anehdidunia'
negative,"Awalnya udh tau sih tp gapeka. sampe gini n""Gara gara shooky jdi burem warna warni gini videonya hahaha"" (ngmng sendiri cem org sarap) v '"
negative,"Duuhhh.. istilah kata pepatah tiada kenal mk tiada syang,pucuk dicinta ulam tiba,jk brjodoh. sbgm"
negative,"Baginda Rasulullah berkata, Dunia ini adalah perhiasan dan sebaik-baik perhiasan adalah wanita solehah. - Hadist riwayat HR. Muslim."
negative,"DAFTAR AGAMA ASLI NUSANTARA (KEPERCAYAAN), sebelum Islam, Khatolik, Kristen Protestan, Buddha, Hindu, dan Kong Hu..."
positive,"Profil manusia yang terlahir dari sperma yang te ukar, jadilah kaum bani ONTA dan bani KAMPRET.'"
negative,Gue terus terang buat kasus bom gak percaya 100%. Tapi knp juga sekarg gak bisa 100% satu suara sama lu spe i dulu. Bnyak yg hilang. Ya mungkin lagi bulan puasa bulan yg baik untuk hijrah.'
positive,bajingan presiden'
positive,"Shame on you silvy !! Ga malu fitnah?? Tuh rasain pak ahok panas, skak mat #DebatFinalPilkadaJKT"
negative,"Bukan termasuk umatku orang yg tak menghormati orang tua,tidak menyayangi anak2 dan tidak memuliakan alim ulama.(HR Ahmad, Thabrani, Hakim)"
positive,Salah pilih itu sial klau salah lagi itu lucu. Sudah sial masih melucu. #2019GantiPresiden #2019GantiPresiden #PrabowoforPresiden2019 #PrabowoForPresiden2019 #PrabowoforPresiden2019 Cukup jelas #2019GantiPresiden #2019GantiPre
negative,GEMPAR ! Moeldoko Ngamuk Besar Tantang Prabowo Hadapi Dirinya Bukan Presiden Jokowi â?? BeritaÂ Terbaru
negative,"Sorre gengss Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali be emu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018"
positive,sekenario besar lagi di siapkan untuk melemahkan/membinasakan kpk.kalau tdk berhasil imbasny lengserkan jokowi ganti pemimpin pro korupsi
negative,"Perspektif syariat Islam nUntuk memahami bagaimana hukum LGBT perspektif Islam , maka perhatikan penjelasan penjelasan satu persatu dari LGBT ( Lesbi , Gay , Bise l , dan Transgender )'"
negative,Awakarin makan buaya nIya iya (?)'
positive,"wew penjilat penghina Habib, gimana loe mau minta syafaat bonggg cucu baginda Nabi loe hina-hina begini'"
positive,"yang kelima usir orang-orang budha dan kristen dari indonesia, yang terakhir bakar semua rumah rumah orang-orang kristen dan budha"
negative,"Apakah Allah Benci Orang Gendut? nBismillah was shalatu was salamu ala Rasulillah, amma ba du, nAda beberapa dalil yang menunjukkan celaan bagi orang gemuk karena banyak makan. Diantaranya, nDari Imran bin... URL"
positive,Buat MCA sumbu pendek wahabi bumi datar yg nyinyir. Ini yang kalian sebut anti islam. URL
negative,pernah naek atas monas? gila hebat'
positive,Usir cina...tidak menghargai..
negative,"Selipkan Foto Dalam Se ifikat Tanah, Jokowi Disindir Demokrat dan Gerindra"
negative,"Hadir Pula Plt. Gubernur Jawa Tengah, Drs. H. Heru Sudjatmoko, M. Si Plt. Gubernur Jawa Tengah Musyawarah Kerja Wilayah (Musykerwil) PWNU Jawa Tengah 2018. #nujateng #musykerwilnujateng2018 #musykerwilpwnujateng2018 "
negative,Itukan pasukan nasi bungkus'
negative,iya kampungan... alay mah kalo nonton bola ke singapore sama johor malaysia URL
positive,"Cebong mah gitu bang acut... Komentar nomor wahid, literasi tak valid... Dungu'"
positive,tidur lah kampang'
negative,Mau di-Ahok-kan ya?
negative,"Keling/Kalinga-from Merong Mahawangsa/Kedah Annals abt Raja Mahawangsa (Raja Maha Vamsam, Tamil-Raja fm Great Race) going back 2 b4 10th century AD! The 1st 9 Sultans of Kedah had Indian/Tamil/Hindu/Buddhist/Thai/Malay links. D 9th conve ed 2"
positive,Banci bgt anjg mantan lo'
negative,"Penjahat perang Nazi Adolf Eichmann adalah arsitek ""Solusi Akhir"" ""Nazi paling dicari di dunia,"" memusnahkan orang-orang Yahudi dari Eropa.'"
negative,900 Ton Benih Ho ikultura Tembus Pasar Ekspor 10 Negara
negative,"DIA CUMA JAWAB""IYA GAPAPA, TAPI SUARA KAMU KOK KAYA DI TAHAN CHANGI, JADI KEDENGERAN KAYA BANCI""'"
positive,"Sadarlah wahai anak Bangsa, Ibu Pe iwi Sedang Diporakporandakan Oleh Manusia BIADAB Sebagai Aktor Utama"
positive,Hubahahaha. Goblok emang kecebong. nLu ngetawain dia? Dia tawain rekening lu bege '
negative,Melepaskan orang yang kamu cintai jauh lebih sulit dibanding menerima cinta yang baru yang asing bagi hatimu.'
positive,Noh pengusaha mau lengserkan jokowi kagak di tangkap makar pak polisi???takut ya??
negative,siswa pun menolak berita hoa an ingin pilkada kota kediri berjalan dgn damai 
positive,Banyak yg membela PKI bermunculan dan kebanyakan para Pembela rezim dan pembela aho Komunis cina sangat berperan .waspada DaruratPKI
positive,bukannya stigma babi itu milik tuhan elu si ahok kafir
positive,Ini semua ulah aseng nKaum hestek be like'
negative,"Buka youtube beberapa hari ini, nongolnya video ttg Lucinta Luna mulu, siapa sih? Mau nonton/browsing males, kayaknya sih bencong.'"
negative,#SaweranJateng #SaweranDirmanIda Sudirman Said - Ida Fauziyah Sudirman Said Bicara Jabatan Satu Periode Cukup 
positive,Belajarlah dari timor leste..karena pribumi bukan lagi pemilik kedaulatan timor leste etnis cina pengkhianat perompak ahok
positive,"Karena mereka SADAR REZIM ini kesempatan buat Neo KOMUNIS bangkit kembali,kapan lagi atau tidak sama sekali."
positive,cebong doang yg tukang ngamuk..'
negative,Namanya titit. Kalo itu tutut'
negative,Temen2 SD katolik gw yg pintar2 dan juara itu pada kemana? Mana ada yg ikut UMPTN kecuali si juara umum itu. Tapi dia cm 0 semester di UI'
negative,"halah sok nanyain sedih kenapa npalingan respon lau ""kobisa gitu?"" nBODO AH. AKU CAPEQ JAWABNYA KAK '"
positive,"Ciah...disosmed aja lantang kau lae...dikasih kesempatan debat culun, planga, plongo... '"
negative,So dick end nSangat kntl berakhir'
negative,Papa bikinin aq ade ia ) nIyuh najis bat papah ew nNeomu neomu jyjyk'
positive,dasar sarap'
positive,"alhamdulillah... gerakan sp i mas ini yg kami para oknum-oknum penjahat tunggu, smoga makin byk yg golput dan lengserkan jokowi )"
negative,Barel ada dugaan bom???????????!!!!!!!!!!!'
negative,"iyah, rezim suka rame2 susah dah'"
negative,Sebenarnya aku yang kuat terasa ke perangai manusia yang babi'
negative,Alhmdulillah...bang hasil polling google kemarin
positive,"Solusi? Hahahahaha nDana haji diambil buat infrastruktur, Duit bpjs buruh bahkan mau diambil juga. nRakyat semuanya diperes tapi masih minta solusi juga? nGoblok lo emang. Penjilat tolol'"
negative,#TKI | nHAJI UMA JUGA MENGUCAPKAN TERIMAKASI KEPADA KETUA KESATUAN ANEUK NANGGROE ACEH (KANA) DI MALAYSIA DAN KEPADA SELURUH WARGA ACEH DI MALAYSIA YANG IKUT MENYUMBANG DAN MEMBANTU PROSES PEMULANGAN JENAZAH. nURL
negative,Wakil gubernur DKI yang hebat
positive,Si Mae mental wor nya keren di teel... Lama kelamaan minggat nyungseb layani gw... Apalagi cebong baru netes... Wkwkwkwk bisa modar mendadak.... '
negative,coba pap dulu pas sehun lagi nete sama lu. baru w percaya. wkwkwkwk'
negative,Al Habib Zain Bin Smith berkata â?? Sesungguhnya berkomentar buruk atas Ulama dengan menggunjing atau mengadu domba itu termasuk dari dosa- besar. Pelakunya dihukumi fasiq dan...
negative,"Program16 Pembangunan pusat olahraga, seni, dan budaya di setiap kota/kabupaten. #Asyikm3nang #Asyikm3nang"
negative,"&lt nSelama ini kebutuhan yang ia terima berasal dari antek-antek ayahnya, atau mungkin para pegawai yang cari muka pada anak angkat kesayangan Isaach yang mulia. Hidup mandiri begini cukup menyulitkan dirinya. n&gt '"
positive,jelas ga sekarang hukum spt apa dinegeri ini? ketika dgn jelas didepan mata remaja labil bermata sipit menghina Presiden sbg simbol negara ternyata sepi pemberitaan bahkan ada indikasi dianggap kebebasan berekspresi krn dianggap lucu2an..#mikirdaaingmah'
negative,Saat kesabaran diuji. Tp dia nya tetep kaya babi'
positive,Kalau cebong pasti memuji prestasi nya Presiden Jokowi. nKalau kampret pasti nyinyir kalau perlu pakai bumbu fitn '
positive,Nasib ulama indonesia juga menyedihkan spt dirohingnya mrk ngritik dikatakan makar dimasukkan ke sel rezim jahat anti islam diktator
positive,Sok tau eek cicak'
negative,"Iyaaa, aku juga agak ngeri kalo belom stabil finansialnya nBanyak juga temen kita yg pada akhirnya nyerah jadi tki/tkw pas udah menikah mungkin krn butuh biaya buat modal kali ya '"
negative,Masalah betul la kulit sensitif ni. Pantang sikit je dah jadi monyet'
negative,"Yaa minimal ga ada kata ""kntl"" dari wor mereka'"
positive,Anjirr cebong dungu belaga cool sok nasihatin pak '
positive,Semoga Panglima TNI bisa menyelamatkan NKRI dari para penjual aset negara dan dari antek-antek komunis
negative,"8. Terakhir, adakah tips untuk para #updaters yang ingin menjadi seorang freelance writer? #KUchat"
positive,Gak usah ngomong lah Joko. Beras saja impo . URL
negative,bocil demen banget pisang nanti lama lama jadi monyet mau?'
negative,"Saya sendiri beragama dan agama saya Katolik, dia ateis dan kami selalu berbagi berita satu sama lain. nSuatu hari dia meminta pe olongan saya untuk mentranslate sebuah lagu islami. Saya dengan senang hati membantu, dan yah dia akhirnya mempublikasikan"
positive,Inilah efek ajaran bani cingkrang jidat item pantat panci.'
negative,"Calon Presiden ini Janjikan Lunasi Hutang Indonesia, Umrah untuk orang yang memilihnya"
negative,"Malaysia Baru MILIK HARAPAN &amp RAKYAT yg menolak rejim najib razak pada pru14 lalu...maaf ya , bukan milik umno bongok'"
negative,"Dek, ak cinta kamu. Ak mencintaimu karena ALLAH Iyamas .ak jua mencintaimu,tapi. Tapi ap lagi? ak wes hijrah rajin ngibadah wes pinter ngaji, wes siap rabi Tapi m"
positive,Cina Senang Indonesia Susah........candaan si encek pendiri CSIS Harry tjan silalahi di thn 80 an
positive,Gebuk pasukan congor pembuat rusuh. Sikat habis jangan kasih kendor mahluk2 sontoloyo itu'
negative,"Di katolik data keluarga sangat rapi. nJadi kalau ada yg pisah harusnya termonitor tidak bisa menghilang begitu saja, karena menyangkut keluarganya.'"
positive,semakin nyata anda adalah penghianat bangsa !!! ??? #2019GantiPresiden
negative,Ngaku islam tapi belain penista agama terus..berkedok pejuang HAM...hamburger kaleee.. Orangnya die2 juga...mau tau siapa aja? Cekidot..ini kata ustad 
positive,"dijabarkan sempurna ,juga percuma ,cebong gag ada otaknya'"
negative,"Males sama sendernya, masa ngatain saya sipit. '"
positive,Alah drama bgt dah bangsad'
positive,"Wajarlah IP memuji Jokowi, lah dia Gubernur bawahannya Presiden. Dan gue juga bukan kader PKS. Sudahlah, tak usah memaksakan diri untuk memuji Jokowi yang tak punya kemampuan apa-apa... Ayo bergabung, #2019GantiPresiden"
negative,Masyarakat hari ini sudah menjadi sastrawan. Melestarikan budaya yg dulu pernah hilang. Sehingga membuka mata kepala calon pemilih pemimpin bangsa
positive,Indonesia jadi Republik Berisik sejak presiden... lengserkan jokowi
negative,"Suku Mosuo di perbatasan Cina dan Tibet, adalah suku pelaku poliandri (wanita bersuami banyak). Kepala keluarga juga dipegang #anehdidunia'"
negative,"Wakil Gubernur DKI Jaka a, mengatakan, selain Aquathlon sejumlah rangkaian acaraÂ bakal memeriahkan pencanangan HUT DKI yang akan digelar di Pulau Tidung, Kepulauan Seribu, pada 5-6 Mei mendatang. "
negative,Medali Indonesia di Olimpiade 90% dipersembahkan oleh orang2 Kristen. nMikir....'
negative,"Frepot msh blm usai pe arungannya, semntara di ring lain rupiah dihajar babak belur, dan di tempat lain politisi ngehek berkampanye ""jokowi"" antek mamarica'"
positive,angka sebodoh itu pemikiran seorang wanita islam. jijik noks'
positive,Karna dia ga punya program hanya modal bacot doang
positive,"Welkam ya, itu ada kampret merahnya nIya kamu kampretnya.g'"
negative,"Orang bodoh belum tentu idiot, nOrang idiot belum tentu bodoh. nHaha'"
positive,kristen sdh di tapir2in diharam-haramin !!
negative,Sedang nahan eek.'
negative,"nfollowers saya hanya 2, itu juga salah satunya saya paksa.. tp saya bukan tuyul lho... emang lebih seneng baca aja daripada nulis..'"
positive,"Nak..kamu lihat ""ISTANA"" di sebrang sana..? BerDoa'lah bersama Ayah dan rakyat semuanya Nak.... Semoga Tahun Depan Pemimpin yg sekarang tinggal di sana.... Pulang ke kampung halamanya tidak lagi tinggal di sana.. #2019GantiPresiden"
positive,Mana harga diri kalian ? Lembek kpd antek komunis keras kepada anti. KaPolri Politic_ID
negative,"Wilujeng Enjing.. Hayu ah bari ngopi nonton seni budaya sunda ""wayang golek"" Dimana wae anu hadir..?"
positive,"HAHAHA...TANGKAP TERUS, SEMUA DITANGKAP YA JOKOWI! URL"
negative,"Sekolah yg bener jangan minta free class mulu nik, tar bego kayak gw '"
positive,sombong lu. dulu jomblo aja nangis2 ke gua dasar maho'
negative,"Keduanya menganut agama Syiwa Buddha (perpaduan Buddha dan Hindu Bali). Mereka sempat sejahtera, sebelum akhirnya sisi spiritual membuka jalan yang lain.'"
negative,YANG PENTING BERSIH BGST BUKAN TISU BEKAS NGELAP SILIT JUGA KAN? HADEH RIBET AMAT SIH PPL'
negative,"Gubernur Ahmad Heryawan Klaim MTQ Kali Ini Paling Bagus dan Terbaik, Pasalnyaâ?¦"
negative,Sikap politik Donal Trump dulu menyudutkan umat Islam hanya menarik dukungan politik di USA dari yahudi berada di sana. Dia terlihat ingin memperbaikinya.'
negative,Antri dari jam 02.00 edan bonek '
negative,Smoga Persija bisa mnjadi contoh awal klub yg ramah utk saudara kita yg di fabel. Dimulai dri panpel yg bisa menyediakan tiket khusus difabel dan cara mendapatkan nya pun lebih mudah. Dri pd bangku khusus difabel di dudukin aparat keamanan kan sayang bgt 
positive,apa harus di demo berjilid-jliid baru polisi mau meriksa si buSuk ini
positive,IQ 200 lihat pelanggaran HAM di myanmar 1. Usir duta besar myanmar 2. Usir org beragama budha di indonesia 
negative,Ingin ku berkata bangsad )'
negative,Politik luar yah bgtu om asal mau berkhianat dan menguntungkan asing ya jngnkan pernghargaan .jabatan super aja bisa ksh oleh aseng'
negative,di doublefuck dua kontol besar URL
positive,YA ALLAH INI XL GAK KURANG KAMPRET LAGI APA KONEKSINYA? '
negative,Pagi buta'
negative,"aku ""dek aku makin lama makin sipit gak sih?"" nadek ""bukannya teteh udh sipit"" naku ""nih aku kasih liat foto aku yg sipit banget.."" nadek ""gak usah, udaah tau teteh emg sipit""'"
negative,"Riza Wahyu Pratama-""Aneh Bin Ajaib, Gaji Gubernur BI Lebih Tinggi Dari Presiden, Ini Besarannya"","
positive,Nanti rakyat demo bubarkan DPR si jago korupsi
negative,"BTW, untuk teman-teman Katolik, katanya ada kelas pra-nikah gitu? sama gak?'"
negative,"Dulu waktu gue SD murid islamnya kurang dari 10 orang. Tapi tetap disediakan guru agama dan musholla. nDi Cisauk ini, murid kristen banyak tapi nggak ada guru agama kristen. Pelajaran agama harus tetap di dalam kelas. Nilai diambil dari sekolah minggu"
negative,Sini by kempotin pake memek'
positive,mampus lo jawabannya salah semua.'
negative,Menjadi nakal atau sekalipun bajingan adalah sebuah proses perjalanan menuju kedewasaan yang penuh akan idealisme'
negative,"Jual beli tanpa ada ijab dan qabul yang biasa kita buat tu disebut jual beli al-Mu'athoh. Disisi Mazhab Syafie tak sah sebenarnya. Tapi ada beberapa ulama Mazhab Syafie sepe i al-Nawawi, al-Baghawi etc kata sah. Pandangan mereka inilah yang dipakai sekara"
negative,Mungkin karena mayoritas rakyat Filipina beragama Katolik.. '
negative,"Asumsi mereka, krna merka satu2nya parpol kanan Kristen semua umat Kristiani Indonesia akan bersatu memilih pds. Nyatanya pd pemilu 2004, pemilu pe ama yg mrka ikuti, mrka hanya memperoleh 2,14%, 2,4 jt suara dr sekitar 15jt pemilih Kristen. /6'"
negative,Bagaimana dengan gambar no 3? Kayaknya itu yg sering dibahas di kelas rezim keuangan?'
negative,"Ne fatwa (""haram mendukung dan memilih si ""A"").. ntah yg buat kubu B karena jual keyakinan, atau yg buat kubu A biar kubu B keliatan dongo'"
negative,"Sekali dalam setahun selama ratusan tahun Masyarakat Adat Baduy menyerahkan hasil panen (Seba atau Seserahan) kepada ""Bapa Gede"", yakni Bupati Lebak dan Gubernur Banten. #SebaBaduy2018 Dw"
positive,Chelsea sampah sarap'
negative,Cukup di film dono
positive,Cebong kek loe tetap dongo abadi nasiiib....nasib... '
positive,#wargapribumiasli ternyata tenaga ilegal TKA sdh merambah keseluruh pelosok nusantara. Termasuk di NTB nWASPADALAH!!!!!!!!!!! WASPADALAH!!!!!!!!!!! n#GERGAJI n#2019GantiPresiden URL
negative,Janji Jokowi Jika Menang Mal PKL &amp 150 Pasar Tradisional URL
positive,Teroris Budha juga merendahkan Al-Quran!
negative,"Be emu Lembaga Budaya Muhammadiyah, Ketua DPR Sebut ... - Wa a Kota"
negative,Dia juga penyokong dan pelndung ahli LTTE ( Liberation Tamil Tiger Elam) teroris Hindu Sri Langka yg berlindung du Msia'
positive,Dengan kekuatan islam kita robohkan rezim pendukung anti-islam.
negative,#kom11 Rapat dimulai oleh Ahmadi Nur #dapil1 mengenai pagu anggaran DPR 2016'
negative,"Orang asing. nOke itu dua kata ')"""
